騎手,粒度,条件,n,勝利数,複勝内数,勝率,複勝率,単勝回収率,信頼できる母数
△吉村,場×距離帯×馬場,中京/芝/マイル(1401-1800),5,1,1,0.2,0.2,2.4,False
内田博,脚質×距離帯,先行/長距離(2201~),5,1,2,0.2,0.4,2.4,False
岩田望,距離帯,短距離(~1400),162,30,62,0.1852,0.3827,2.3914,True
国分恭,場×距離帯×馬場,福島/ダ/マイル(1401-1800),8,1,1,0.125,0.125,2.3875,False
原田和,場,福島,7,1,1,0.1429,0.1429,2.3857,False
黛,場×距離帯×馬場,小倉/芝/短距離(~1400),15,1,1,0.0667,0.0667,2.3733,False
丹内,脚質×距離帯,逃げ/短距離(~1400),7,1,2,0.1429,0.2857,2.3714,False
長岡,場×距離帯×馬場,東京/ダ/マイル(1401-1800),7,1,4,0.1429,0.5714,2.3714,False
原,距離帯,短距離(~1400),133,3,9,0.0226,0.0677,2.3632,False
的場,枠番,中枠(3-6),16,1,1,0.0625,0.0625,2.3625,False
内田博,場,東京,72,3,5,0.0417,0.0694,2.3597,False
横山武,脚質×距離帯,先行/中距離(1801-2200),22,4,5,0.1818,0.2273,2.3591,False
シュタ,枠番,内枠(1-2),17,1,2,0.0588,0.1176,2.3588,False
浜中,場×距離帯×馬場,東京/芝/マイル(1401-1800),7,2,3,0.2857,0.4286,2.3571,False
富田,場×距離帯×馬場,京都/芝/短距離(~1400),5,1,1,0.2,0.2,2.34,False
浜中,場×距離帯×馬場,札幌/芝/中距離(1801-2200),5,1,3,0.2,0.6,2.34,False
田辺,脚質×距離帯,追込/マイル(1401-1800),6,1,1,0.1667,0.1667,2.3333,False
◇今村,脚質×距離帯,先行/短距離(~1400),22,5,7,0.2273,0.3182,2.3318,False
☆松本,枠番,中枠(3-6),9,2,2,0.2222,0.2222,2.3222,False
石橋脩,場×距離帯×馬場,福島/ダ/短距離(~1400),7,2,3,0.2857,0.4286,2.3143,False
柴田大,場,中山,45,2,4,0.0444,0.0889,2.3133,False
菱田,脚質,逃げ,10,1,1,0.1,0.1,2.31,False
ハマー,枠番,内枠(1-2),10,2,3,0.2,0.3,2.3,False
ハマー,場×距離帯×馬場,京都/芝/マイル(1401-1800),10,2,2,0.2,0.2,2.3,False
藤岡佑,場×距離帯×馬場,小倉/芝/短距離(~1400),7,1,3,0.1429,0.4286,2.3,False
斎藤,場×距離帯×馬場,福島/芝/マイル(1401-1800),7,1,3,0.1429,0.4286,2.3,False
小崎,場×距離帯×馬場,福島/芝/マイル(1401-1800),6,1,2,0.1667,0.3333,2.3,False
木幡巧,脚質×距離帯,追込/中距離(1801-2200),5,1,1,0.2,0.2,2.3,False
池添,場,中京,24,2,4,0.0833,0.1667,2.2917,False
武藤,脚質,差し,89,4,6,0.0449,0.0674,2.2809,False
丹内,場×距離帯×馬場,中山/ダ/短距離(~1400),19,3,5,0.1579,0.2632,2.2789,False
大野,場×距離帯×馬場,福島/ダ/短距離(~1400),9,2,2,0.2222,0.2222,2.2778,False
杉原,脚質×距離帯,先行/短距離(~1400),41,5,11,0.122,0.2683,2.2756,False
☆高杉,場,小倉,6,1,2,0.1667,0.3333,2.2667,False
菱田,場×距離帯×馬場,中京/ダ/短距離(~1400),12,2,2,0.1667,0.1667,2.2583,False
高杉,場×距離帯×馬場,小倉/芝/中距離(1801-2200),7,1,3,0.1429,0.4286,2.2571,False
横山典,場×距離帯×馬場,中山/ダ/短距離(~1400),9,1,1,0.1111,0.1111,2.2556,False
吉田隼,場,新潟,30,6,13,0.2,0.4333,2.2533,False
田口,場×距離帯×馬場,京都/芝/マイル(1401-1800),34,2,9,0.0588,0.2647,2.2529,False
角田和,場,阪神,30,1,2,0.0333,0.0667,2.25,False
草野,脚質,差し,10,4,5,0.4,0.5,2.25,False
草野,脚質×距離帯,差し/長距離(2201~),10,4,5,0.4,0.5,2.25,False
小沢,場×距離帯×馬場,新潟/ダ/マイル(1401-1800),10,1,4,0.1,0.4,2.24,False
藤岡佑,脚質×距離帯,差し/中距離(1801-2200),18,4,8,0.2222,0.4444,2.2333,False
幸,脚質,逃げ,9,1,3,0.1111,0.3333,2.2333,False
秋山稔,場,小倉,54,3,12,0.0556,0.2222,2.2315,False
富田,脚質,逃げ,10,1,4,0.1,0.4,2.23,False
横山和,脚質,差し,169,16,51,0.0947,0.3018,2.226,True
横山和,場×距離帯×馬場,東京/ダ/中距離(1801-2200),8,2,2,0.25,0.25,2.225,False
原,場×距離帯×馬場,中山/芝/短距離(~1400),13,1,1,0.0769,0.0769,2.2231,False
小崎,距離帯,マイル(1401-1800),81,6,12,0.0741,0.1481,2.2185,False
武豊,場×距離帯×馬場,東京/ダ/マイル(1401-1800),6,2,3,0.3333,0.5,2.2167,False
小崎,脚質×距離帯,先行/短距離(~1400),38,4,12,0.1053,0.3158,2.2105,False
柴田善,脚質,先行,13,1,2,0.0769,0.1538,2.2077,False
池添,場,阪神,76,10,21,0.1316,0.2763,2.2066,True
吉田隼,脚質,先行,71,9,16,0.1268,0.2254,2.1986,False
西塚,場×距離帯×馬場,中京/芝/短距離(~1400),9,1,2,0.1111,0.2222,2.1778,False
武藤,脚質×距離帯,先行/マイル(1401-1800),22,3,6,0.1364,0.2727,2.1773,False
小崎,場×距離帯×馬場,新潟/ダ/マイル(1401-1800),13,2,4,0.1538,0.3077,2.1692,False
西塚,場×距離帯×馬場,中京/ダ/マイル(1401-1800),5,1,2,0.2,0.4,2.16,False
武藤,枠番,中枠(3-6),88,7,13,0.0795,0.1477,2.1568,False
田辺,距離帯,中距離(1801-2200),41,6,10,0.1463,0.2439,2.1561,False
川田,場×距離帯×馬場,小倉/芝/マイル(1401-1800),5,3,4,0.6,0.8,2.14,False
三浦,脚質×距離帯,先行/長距離(2201~),11,1,3,0.0909,0.2727,2.1364,False
角田和,場,中山,6,1,2,0.1667,0.3333,2.1333,False
国分優,距離帯,中距離(1801-2200),17,1,1,0.0588,0.0588,2.1294,False
斎藤,場,阪神,33,2,4,0.0606,0.1212,2.1273,False
西塚,場,小倉,45,6,10,0.1333,0.2222,2.12,False
斎藤,場×距離帯×馬場,福島/ダ/マイル(1401-1800),11,3,4,0.2727,0.3636,2.1182,False
杉原,場×距離帯×馬場,中山/芝/中距離(1801-2200),8,1,1,0.125,0.125,2.1125,False
吉田隼,脚質×距離帯,先行/中距離(1801-2200),12,2,3,0.1667,0.25,2.1,False
横山武,場×距離帯×馬場,札幌/芝/長距離(2201~),5,1,3,0.2,0.6,2.1,False
柴田大,脚質,差し,91,2,8,0.022,0.0879,2.0978,False
▲舟山,枠番,中枠(3-6),21,2,5,0.0952,0.2381,2.0952,False
◇永島,枠番,中枠(3-6),48,8,12,0.1667,0.25,2.0896,False
武豊,場×距離帯×馬場,東京/ダ/短距離(~1400),8,2,3,0.25,0.375,2.0875,False
池添,場×距離帯×馬場,京都/ダ/マイル(1401-1800),8,1,2,0.125,0.25,2.0875,False
横山和,場,中山,114,7,31,0.0614,0.2719,2.0868,False
坂井,場×距離帯×馬場,阪神/ダ/マイル(1401-1800),14,4,6,0.2857,0.4286,2.0857,False
吉村,脚質×距離帯,先行/短距離(~1400),50,2,11,0.04,0.22,2.082,False
津村,場×距離帯×馬場,中山/芝/中距離(1801-2200),33,3,9,0.0909,0.2727,2.0818,False
小崎,場×距離帯×馬場,小倉/芝/短距離(~1400),12,1,1,0.0833,0.0833,2.075,False
岩田望,枠番,外枠(7-8),155,28,50,0.1806,0.3226,2.0697,True
横山和,枠番,中枠(3-6),171,22,57,0.1287,0.3333,2.0684,True
吉田豊,場×距離帯×馬場,新潟/芝/マイル(1401-1800),6,1,1,0.1667,0.1667,2.0667,False
津村,距離帯,長距離(2201~),33,2,10,0.0606,0.303,2.0576,False
池添,場×距離帯×馬場,阪神/芝/マイル(1401-1800),19,3,3,0.1579,0.1579,2.0526,False
菊沢,場×距離帯×馬場,福島/芝/中距離(1801-2200),15,2,2,0.1333,0.1333,2.0467,False
柴田大,場,新潟,44,1,5,0.0227,0.1136,2.0409,False
◇今村,枠番,内枠(1-2),15,1,2,0.0667,0.1333,2.04,False
▲舟山,脚質,先行,16,2,3,0.125,0.1875,2.0375,False
横山典,場,札幌,30,6,11,0.2,0.3667,2.0333,False
▲舟山,距離帯,マイル(1401-1800),15,1,4,0.0667,0.2667,2.0333,False
高杉,場×距離帯×馬場,小倉/芝/短距離(~1400),12,2,3,0.1667,0.25,2.0333,False
武豊,場×距離帯×馬場,札幌/芝/短距離(~1400),12,3,4,0.25,0.3333,2.0333,False
大野,場×距離帯×馬場,福島/ダ/マイル(1401-1800),9,1,1,0.1111,0.1111,2.0333,False
モレイ,場×距離帯×馬場,中山/芝/中距離(1801-2200),6,2,3,0.3333,0.5,2.0333,False
モレイ,脚質,先行,20,12,13,0.6,0.65,2.03,True
横山和,場×距離帯×馬場,札幌/ダ/マイル(1401-1800),13,3,5,0.2308,0.3846,2.0231,False
原,脚質,先行,94,6,12,0.0638,0.1277,2.0223,False
田口,場×距離帯×馬場,京都/ダ/短距離(~1400),29,4,9,0.1379,0.3103,2.0207,False
太宰,距離帯,短距離(~1400),62,4,10,0.0645,0.1613,2.0177,False
高倉,距離帯,短距離(~1400),47,1,4,0.0213,0.0851,2.0128,False
丹内,場×距離帯×馬場,中山/芝/短距離(~1400),16,2,2,0.125,0.125,2.0125,False
石川,場×距離帯×馬場,新潟/芝/短距離(~1400),16,1,2,0.0625,0.125,2.0125,False
横山和,場×距離帯×馬場,札幌/芝/短距離(~1400),11,4,6,0.3636,0.5455,2.0091,False
大野,場×距離帯×馬場,新潟/ダ/マイル(1401-1800),13,1,1,0.0769,0.0769,2.0077,False
石川,脚質,先行,107,9,22,0.0841,0.2056,2.0065,False
田山,場,阪神,20,1,5,0.05,0.25,2.005,False
西村淳,場,京都,105,13,37,0.1238,0.3524,2.0038,True
石橋脩,脚質×距離帯,先行/中距離(1801-2200),14,3,6,0.2143,0.4286,2.0,False
藤懸,場×距離帯×馬場,京都/芝/マイル(1401-1800),6,1,1,0.1667,0.1667,2.0,False
△長浜,脚質×距離帯,追込/短距離(~1400),6,1,1,0.1667,0.1667,2.0,False
鮫島駿,場×距離帯×馬場,阪神/芝/マイル(1401-1800),12,1,3,0.0833,0.25,1.9917,False
藤懸,場,中山,8,1,1,0.125,0.125,1.9875,False
角田和,場×距離帯×馬場,京都/芝/短距離(~1400),8,1,4,0.125,0.5,1.9875,False
国分恭,距離帯,中距離(1801-2200),27,4,6,0.1481,0.2222,1.9852,False
◇今村,脚質,先行,27,6,10,0.2222,0.3704,1.9852,False
内田博,枠番,中枠(3-6),96,6,12,0.0625,0.125,1.9833,False
川須,脚質×距離帯,追込/短距離(~1400),6,1,2,0.1667,0.3333,1.9833,False
小林美,場,函館,15,2,2,0.1333,0.1333,1.98,False
Cデム,枠番,内枠(1-2),14,5,8,0.3571,0.5714,1.9786,False
田山,脚質×距離帯,差し/マイル(1401-1800),12,2,5,0.1667,0.4167,1.975,False
△柴田裕,場,阪神,7,2,3,0.2857,0.4286,1.9714,False
浜中,距離帯,マイル(1401-1800),107,14,32,0.1308,0.2991,1.9701,True
三浦,場×距離帯×馬場,中山/ダ/マイル(1401-1800),19,3,9,0.1579,0.4737,1.9632,False
団野,距離帯,長距離(2201~),18,2,4,0.1111,0.2222,1.9611,False
☆舟山,距離帯,短距離(~1400),5,1,2,0.2,0.4,1.96,False
野中,距離帯,中距離(1801-2200),24,1,3,0.0417,0.125,1.9583,False
原,枠番,中枠(3-6),187,5,16,0.0267,0.0856,1.9556,False
荻野極,脚質×距離帯,先行/長距離(2201~),9,2,2,0.2222,0.2222,1.9556,False
池添,距離帯,マイル(1401-1800),110,11,21,0.1,0.1909,1.9518,True
△長浜,距離帯,マイル(1401-1800),20,1,2,0.05,0.1,1.95,False
小林凌,脚質,差し,16,1,1,0.0625,0.0625,1.95,False
三浦,場,中山,113,13,31,0.115,0.2743,1.9487,True
田口,脚質×距離帯,差し/短距離(~1400),80,7,11,0.0875,0.1375,1.9463,False
岩田望,脚質×距離帯,先行/マイル(1401-1800),60,8,23,0.1333,0.3833,1.945,False
荻野極,場,新潟,82,14,35,0.1707,0.4268,1.9402,True
ウィリ,場,札幌,5,1,3,0.2,0.6,1.94,False
Mデム,脚質,追込,11,1,2,0.0909,0.1818,1.9364,False
石川,脚質×距離帯,先行/マイル(1401-1800),41,4,10,0.0976,0.2439,1.9317,False
吉田豊,脚質×距離帯,先行/短距離(~1400),28,4,4,0.1429,0.1429,1.9286,False
▲舟山,場,福島,7,1,3,0.1429,0.4286,1.9286,False
大野,場×距離帯×馬場,東京/ダ/中距離(1801-2200),15,1,4,0.0667,0.2667,1.9267,False
秋山稔,距離帯,マイル(1401-1800),56,3,10,0.0536,0.1786,1.9232,False
吉村,場×距離帯×馬場,京都/芝/長距離(2201~),9,2,3,0.2222,0.3333,1.9222,False
原,脚質×距離帯,先行/マイル(1401-1800),37,3,8,0.0811,0.2162,1.9216,False
川又,枠番,中枠(3-6),53,3,11,0.0566,0.2075,1.9189,False
西村淳,場×距離帯×馬場,京都/ダ/短距離(~1400),21,2,8,0.0952,0.381,1.9095,False
田辺,場×距離帯×馬場,新潟/芝/短距離(~1400),5,1,2,0.2,0.4,1.9,False
渡辺竜,距離帯,マイル(1401-1800),9,1,2,0.1111,0.2222,1.8889,False
▲上里,場×距離帯×馬場,中山/ダ/短距離(~1400),7,1,1,0.1429,0.1429,1.8857,False
石川倭,距離帯,短距離(~1400),6,1,1,0.1667,0.1667,1.8833,False
野中,場,東京,25,1,3,0.04,0.12,1.88,False
武藤,距離帯,中距離(1801-2200),35,3,4,0.0857,0.1143,1.8771,False
岩田望,脚質,差し,247,46,96,0.1862,0.3887,1.8765,True
草野,枠番,中枠(3-6),8,4,4,0.5,0.5,1.875,False
黛,脚質×距離帯,先行/短距離(~1400),19,1,3,0.0526,0.1579,1.8737,False
キング,距離帯,短距離(~1400),30,2,7,0.0667,0.2333,1.87,False
幸,場×距離帯×馬場,中京/ダ/短距離(~1400),18,1,5,0.0556,0.2778,1.8667,False
藤岡佑,場×距離帯×馬場,京都/芝/短距離(~1400),6,1,3,0.1667,0.5,1.8667,False
吉田豊,脚質,逃げ,8,1,2,0.125,0.25,1.8625,False
田辺,場×距離帯×馬場,新潟/ダ/短距離(~1400),6,1,4,0.1667,0.6667,1.85,False
斎藤,場,中山,29,1,2,0.0345,0.069,1.8483,False
吉田隼,場,福島,31,2,11,0.0645,0.3548,1.8419,False
原,距離帯,中距離(1801-2200),46,1,7,0.0217,0.1522,1.8391,False
高倉,枠番,中枠(3-6),57,2,5,0.0351,0.0877,1.8351,False
横山典,脚質,逃げ,9,1,2,0.1111,0.2222,1.8333,False
田山,脚質,先行,31,2,6,0.0645,0.1935,1.829,False
Cデム,距離帯,中距離(1801-2200),14,3,9,0.2143,0.6429,1.8286,False
原,場×距離帯×馬場,東京/ダ/マイル(1401-1800),24,3,6,0.125,0.25,1.825,False
武豊,脚質×距離帯,先行/中距離(1801-2200),17,1,3,0.0588,0.1765,1.8235,False
丸山,場×距離帯×馬場,福島/ダ/マイル(1401-1800),9,2,3,0.2222,0.3333,1.8222,False
浜中,脚質,先行,104,10,24,0.0962,0.2308,1.8212,True
吉田豊,場×距離帯×馬場,中山/ダ/短距離(~1400),15,3,3,0.2,0.2,1.82,False
岩田望,場×距離帯×馬場,中山/ダ/マイル(1401-1800),5,2,3,0.4,0.6,1.82,False
小沢,距離帯,中距離(1801-2200),60,4,17,0.0667,0.2833,1.8133,False
菱田,場×距離帯×馬場,京都/芝/短距離(~1400),17,2,2,0.1176,0.1176,1.8118,False
松若,場×距離帯×馬場,小倉/芝/中距離(1801-2200),9,1,3,0.1111,0.3333,1.8111,False
角田和,脚質×距離帯,差し/短距離(~1400),54,4,6,0.0741,0.1111,1.8037,False
佐々木,場×距離帯×馬場,札幌/芝/短距離(~1400),10,1,3,0.1,0.3,1.8,False
松若,脚質×距離帯,先行/中距離(1801-2200),9,2,4,0.2222,0.4444,1.8,False
草野,場,新潟,5,1,1,0.2,0.2,1.8,False
草野,場×距離帯×馬場,新潟/障/長距離(2201~),5,1,1,0.2,0.2,1.8,False
マーカ,距離帯,短距離(~1400),18,4,9,0.2222,0.5,1.7833,False
江田照,距離帯,中距離(1801-2200),18,1,4,0.0556,0.2222,1.7833,False
▲上里,脚質×距離帯,差し/中距離(1801-2200),6,1,2,0.1667,0.3333,1.7833,False
斎藤,脚質×距離帯,先行/短距離(~1400),63,7,15,0.1111,0.2381,1.781,False
津村,場×距離帯×馬場,中山/芝/マイル(1401-1800),43,7,15,0.1628,0.3488,1.7744,False
吉田豊,場×距離帯×馬場,新潟/芝/短距離(~1400),7,1,1,0.1429,0.1429,1.7714,False
小崎,場,東京,23,3,5,0.1304,0.2174,1.7696,False
原,脚質,差し,189,4,16,0.0212,0.0847,1.7693,False
武藤,場,中山,42,3,5,0.0714,0.119,1.769,False
岩田望,場×距離帯×馬場,京都/芝/中距離(1801-2200),22,6,12,0.2727,0.5455,1.7636,False
荻野極,脚質×距離帯,差し/マイル(1401-1800),68,7,19,0.1029,0.2794,1.7559,False
内田博,脚質,差し,105,5,13,0.0476,0.1238,1.7505,False
荻野極,場,東京,84,10,26,0.119,0.3095,1.75,True
高杉,場×距離帯×馬場,京都/ダ/短距離(~1400),22,2,7,0.0909,0.3182,1.75,False
斎藤,脚質×距離帯,先行/マイル(1401-1800),51,5,11,0.098,0.2157,1.7471,False
三浦,場×距離帯×馬場,東京/芝/マイル(1401-1800),30,1,8,0.0333,0.2667,1.7467,False
鮫島駿,場×距離帯×馬場,中京/ダ/マイル(1401-1800),10,3,5,0.3,0.5,1.74,False
杉原,距離帯,長距離(2201~),16,2,2,0.125,0.125,1.7375,False
荻野琢,脚質×距離帯,差し/短距離(~1400),26,1,2,0.0385,0.0769,1.7346,False
酒井,脚質×距離帯,先行/中距離(1801-2200),9,1,1,0.1111,0.1111,1.7333,False
三浦,場×距離帯×馬場,新潟/ダ/マイル(1401-1800),11,1,2,0.0909,0.1818,1.7273,False
武豊,場,東京,48,10,18,0.2083,0.375,1.725,True
モレイ,脚質×距離帯,先行/マイル(1401-1800),8,5,5,0.625,0.625,1.725,False
◇永島,場×距離帯×馬場,小倉/ダ/マイル(1401-1800),5,1,1,0.2,0.2,1.72,False
酒井,場×距離帯×馬場,阪神/芝/短距離(~1400),16,2,4,0.125,0.25,1.7188,False
石橋脩,場×距離帯×馬場,中山/芝/短距離(~1400),13,2,4,0.1538,0.3077,1.7154,False
草野,距離帯,長距離(2201~),14,5,8,0.3571,0.5714,1.7143,False
△吉村,場,中京,7,1,2,0.1429,0.2857,1.7143,False
△吉村,枠番,外枠(7-8),7,1,2,0.1429,0.2857,1.7143,False
荻野極,場×距離帯×馬場,福島/ダ/マイル(1401-1800),17,1,4,0.0588,0.2353,1.7118,False
横山和,場×距離帯×馬場,函館/芝/短距離(~1400),19,4,9,0.2105,0.4737,1.7105,False
北村宏,脚質×距離帯,差し/短距離(~1400),20,2,5,0.1,0.25,1.71,False
菊沢,脚質,差し,267,19,52,0.0712,0.1948,1.7079,True
津村,脚質×距離帯,先行/中距離(1801-2200),34,3,8,0.0882,0.2353,1.7,False
☆田山,距離帯,短距離(~1400),15,2,6,0.1333,0.4,1.7,False
◇永島,距離帯,マイル(1401-1800),36,6,11,0.1667,0.3056,1.6972,False
石川,距離帯,短距離(~1400),113,8,25,0.0708,0.2212,1.6947,False
小林美,場,札幌,16,2,2,0.125,0.125,1.6938,False
コレッ,距離帯,短距離(~1400),10,2,4,0.2,0.4,1.69,False
ハマー,脚質,差し,26,3,7,0.1154,0.2692,1.6846,False
岩田望,場,京都,136,27,55,0.1985,0.4044,1.6794,True
内田博,距離帯,短距離(~1400),70,5,12,0.0714,0.1714,1.6786,False
丸田,脚質,追込,18,1,1,0.0556,0.0556,1.6722,False
シュタ,距離帯,短距離(~1400),24,1,3,0.0417,0.125,1.6708,False
丸山,場×距離帯×馬場,小倉/芝/中距離(1801-2200),10,1,3,0.1,0.3,1.67,False
佐々木,場×距離帯×馬場,東京/芝/短距離(~1400),13,2,2,0.1538,0.1538,1.6692,False
荻野極,脚質×距離帯,先行/短距離(~1400),71,10,24,0.1408,0.338,1.669,True
舟山,場,函館,19,3,4,0.1579,0.2105,1.6684,False
田辺,場,中山,79,8,16,0.1013,0.2025,1.6671,False
北村友,場×距離帯×馬場,京都/芝/中距離(1801-2200),15,1,5,0.0667,0.3333,1.6667,False
▲長浜,場×距離帯×馬場,中山/ダ/短距離(~1400),9,2,3,0.2222,0.3333,1.6667,False
▲長浜,枠番,中枠(3-6),9,2,5,0.2222,0.5556,1.6667,False
戸崎圭,場×距離帯×馬場,福島/芝/短距離(~1400),8,3,4,0.375,0.5,1.6625,False
石川,場×距離帯×馬場,東京/芝/マイル(1401-1800),21,2,3,0.0952,0.1429,1.6619,False
岩田望,場×距離帯×馬場,中京/ダ/短距離(~1400),13,4,5,0.3077,0.3846,1.6615,False
柴田善,場,中山,28,2,2,0.0714,0.0714,1.6607,False
菅原明,場×距離帯×馬場,中京/芝/短距離(~1400),5,1,2,0.2,0.4,1.66,False
今村,枠番,外枠(7-8),18,2,4,0.1111,0.2222,1.6556,False
酒井,脚質×距離帯,差し/中距離(1801-2200),20,1,2,0.05,0.1,1.655,False
川又,脚質×距離帯,先行/短距離(~1400),21,2,5,0.0952,0.2381,1.6524,False
斎藤,枠番,中枠(3-6),191,15,37,0.0785,0.1937,1.6508,True
古川吉,脚質×距離帯,先行/中距離(1801-2200),18,3,5,0.1667,0.2778,1.65,False
松岡,場×距離帯×馬場,中山/芝/マイル(1401-1800),25,1,7,0.04,0.28,1.648,False
北村友,場,函館,39,3,13,0.0769,0.3333,1.6462,False
菊沢,距離帯,短距離(~1400),209,15,47,0.0718,0.2249,1.6455,True
団野,脚質×距離帯,差し/長距離(2201~),11,1,2,0.0909,0.1818,1.6455,False
小沢,場×距離帯×馬場,小倉/ダ/マイル(1401-1800),19,1,4,0.0526,0.2105,1.6421,False
武豊,場×距離帯×馬場,東京/芝/マイル(1401-1800),20,2,6,0.1,0.3,1.635,False
武豊,場×距離帯×馬場,東京/芝/長距離(2201~),7,2,2,0.2857,0.2857,1.6286,False
モレイ,枠番,中枠(3-6),26,11,16,0.4231,0.6154,1.6269,True
岩田望,場,東京,48,6,12,0.125,0.25,1.625,False
△長浜,脚質,差し,24,1,2,0.0417,0.0833,1.625,False
シュタ,脚質×距離帯,先行/マイル(1401-1800),8,1,2,0.125,0.25,1.625,False
丹内,脚質×距離帯,先行/短距離(~1400),90,14,28,0.1556,0.3111,1.6211,True
酒井,場,京都,72,1,4,0.0139,0.0556,1.6181,False
横山和,脚質×距離帯,差し/長距離(2201~),20,3,7,0.15,0.35,1.615,False
戸崎圭,場×距離帯×馬場,福島/ダ/短距離(~1400),9,2,6,0.2222,0.6667,1.6111,False
◇永島,場,新潟,10,3,4,0.3,0.4,1.61,False
小崎,脚質,先行,71,6,16,0.0845,0.2254,1.6099,False
池添,脚質×距離帯,差し/マイル(1401-1800),56,4,8,0.0714,0.1429,1.6089,False
小沢,脚質×距離帯,逃げ/短距離(~1400),12,1,3,0.0833,0.25,1.6083,False
佐々木,場×距離帯×馬場,札幌/ダ/マイル(1401-1800),14,2,4,0.1429,0.2857,1.6071,False
菱田,場,新潟,19,2,5,0.1053,0.2632,1.6,False
藤岡佑,距離帯,中距離(1801-2200),36,6,13,0.1667,0.3611,1.5972,False
柴田善,枠番,外枠(7-8),18,1,1,0.0556,0.0556,1.5944,False
岩田康,場,阪神,47,5,10,0.1064,0.2128,1.5936,False
松山,場×距離帯×馬場,阪神/芝/マイル(1401-1800),30,6,11,0.2,0.3667,1.5933,False
▲古川奈,枠番,外枠(7-8),7,1,3,0.1429,0.4286,1.5857,False
モレイ,場×距離帯×馬場,中山/ダ/マイル(1401-1800),7,4,4,0.5714,0.5714,1.5857,False
川又,脚質×距離帯,差し/短距離(~1400),26,1,1,0.0385,0.0385,1.5846,False
武豊,場×距離帯×馬場,阪神/芝/中距離(1801-2200),13,3,4,0.2308,0.3077,1.5846,False
三浦,距離帯,短距離(~1400),144,20,52,0.1389,0.3611,1.5826,True
